film,main_char,gender,lines_ratio,sentiment_score,main_network_ratio,main_intxn_ratio
LAvventura,PATRIZIA,1.0,0.08579088471849866,0.05417651515151516,0.2727272727272727,0.5357142857142857
17 Again (film),MIKE,0.0,0.34844868735083534,0.026991614906832308,0.05555555555555555,0.2125506072874494
17 Again (film),ED,0.0,0.15274463007159905,0.011408564814814818,0.07142857142857142,0.481651376146789
Day of the Dead (1985 film),JOHN,0.0,0.10366826156299841,0.0,0.42857142857142855,0.8131868131868132
Day of the Dead (1985 film),RHODES,0.0,0.09409888357256778,0.0,0.3,0.627906976744186
Day of the Dead (1985 film),TOBY,0.0,0.08452950558213716,0.0,0.45,0.7045454545454546
Day of the Dead (1985 film),MARY,1.0,0.08133971291866028,0.0,0.375,0.5833333333333334
Day of the Dead (1985 film),SARAH,1.0,0.06539074960127592,0.0,0.45,0.8333333333333334
Day of the Dead (1985 film),GASPARILLA,1.0,0.046251993620414676,0.0,0.391304347826087,0.5555555555555556
Day of the Dead (1985 film),LOGAN,0.0,0.044657097288676235,0.0,0.3333333333333333,0.34782608695652173
Day of the Dead (1985 film),CHICO,0.0,0.03827751196172249,0.0,0.42857142857142855,0.6136363636363636
Day of the Dead (1985 film),MIGUEL,1.0,0.03189792663476874,0.0,0.45,0.17647058823529413
Interview with the Vampire: The Vampire Chronicles,LOUIS,1.0,0.36685082872928176,-0.023171624548736437,0.05357142857142857,0.5425330812854442
Interview with the Vampire: The Vampire Chronicles,LESTAT,1.0,0.20331491712707184,0.013780200860832125,0.08333333333333333,0.8129496402877698
Interview with the Vampire: The Vampire Chronicles,CLAUDIA,1.0,0.14585635359116023,-0.000921717171717173,0.15789473684210525,0.8284313725490197
Runaway Bride (1999 film),MAGGIE,1.0,0.2838785046728972,0.041974380952380895,0.0625,0.47186147186147187
Runaway Bride (1999 film),IKE,0.0,0.2803738317757009,0.046910676532769466,0.047619047619047616,0.4678111587982833
The Village (2004 film),Ivy,1.0,0.22562674094707522,0.05607748691099477,0.12,0.376
The Village (2004 film),Edward,0.0,0.1671309192200557,0.06288928571428572,0.12,0.29
The Village (2004 film),Lucius,0.0,0.07242339832869081,0.028667796610169497,0.25,0.391304347826087
Notting Hill (film),WILLIAM,0.0,0.38354700854700857,0.05906288759689917,0.06666666666666667,0.45454545454545453
Notting Hill (film),ANNA,1.0,0.23183760683760685,0.0439147512864494,0.09523809523809523,0.7068062827225131
The Lord of the Rings: The Two Towers,ARAGORN,0.0,0.11165048543689321,-0.025814678899082573,0.2903225806451613,0.4876543209876543
The Lord of the Rings: The Two Towers,FRODO,0.0,0.08616504854368932,-0.011208000000000001,0.6428571428571429,0.860655737704918
The Lord of the Rings: The Two Towers,SAM,0.0,0.08616504854368932,-0.044351574803149614,0.6,0.8571428571428571
The Lord of the Rings: The Two Towers,GOLLUM,0.0,0.08131067961165049,-0.026368145161290327,0.75,0.9421487603305785
The Lord of the Rings: The Two Towers,THÉODEN,0.0,0.07645631067961164,-0.02412783018867924,0.36,0.5555555555555556
The Lord of the Rings: The Two Towers,GIMLI,0.0,0.0691747572815534,-0.018878297872340428,0.391304347826087,0.5510204081632653
The Lord of the Rings: The Two Towers,GANDALF,0.0,0.04247572815533981,-0.03231477832512316,0.5294117647058824,0.6166666666666667
The Lord of the Rings: The Two Towers,TREEBEARD,0.0,0.03640776699029126,0.0014361702127659544,0.6428571428571429,0.10714285714285714
The Lord of the Rings: The Two Towers,SMÉAGOL,,0.03519417475728155,-0.024392424242424236,0.9,0.9444444444444444
Soldier (1998 American film),SANDRA,1.0,0.12755102040816327,-0.03322958579881657,0.3076923076923077,0.6666666666666666
Soldier (1998 American film),CHURCH,0.0,0.11564625850340136,-0.04064700598802396,0.34782608695652173,0.8203125
Soldier (1998 American film),RUBRICK,,0.08163265306122448,-0.053076774193548365,0.42105263157894735,0.8478260869565217
Soldier (1998 American film),MACE,0.0,0.08163265306122448,-0.01939817232375979,0.38095238095238093,0.6041666666666666
Soldier (1998 American film),SLOAN,0.0,0.06802721088435375,-0.06622789473684212,0.4444444444444444,0.6666666666666666
Soldier (1998 American film),MEKUM,,0.06462585034013606,-0.051792783505154615,0.5333333333333333,0.7666666666666667
Soldier (1998 American film),TODD,0.0,0.04421768707482993,-0.035526153846153825,0.7272727272727273,0.82
Soldier (1998 American film),SLADE,0.0,0.04251700680272109,-0.08569780219780217,0.42105263157894735,0.25
Real Genius,CHRIS,0.0,0.22571692876965774,0.0,0.09302325581395349,0.49065420560747663
Real Genius,MITCH,0.0,0.1877890841813136,0.0,0.13333333333333333,0.6030927835051546
Real Genius,ATHERTON,0.0,0.1211840888066605,0.0,0.13333333333333333,0.5846774193548387
Real Genius,KENT,1.0,0.09065679925994449,0.0,0.25,0.8197674418604651
Below (film),ODELL,0.0,0.18129496402877698,-0.017024723247232476,0.3,0.7920353982300885
Below (film),BRICE,0.0,0.1697841726618705,-0.023536749116607778,0.24,0.7291666666666666
Below (film),CLAIRE,1.0,0.11654676258992806,-0.012189230769230765,0.3157894736842105,0.7046979865771812
Below (film),LOOMIS,0.0,0.10359712230215827,0.002193700787401577,0.20689655172413793,0.5615384615384615
Below (film),STUMBO,0.0,0.07338129496402877,-0.07357625,0.3157894736842105,0.59
Below (film),WEIRD WALLY,0.0,0.05611510791366906,-0.005059482758620688,0.6,0.6842105263157895
Ed Wood (film),ED,0.0,0.382089552238806,0.04000190369540872,0.008403361344537815,0.0
Casablanca (film),RICK,0.0,0.28608470181503887,0.04369371614301187,0.14285714285714285,0.5806451612903226
Casablanca (film),RENAULT,1.0,0.14606741573033707,0.05118398510242085,0.21052631578947367,0.6866666666666666
Casablanca (film),ILSA,1.0,0.11754537597234227,0.0374414835164835,0.3333333333333333,0.8062015503875969
Casablanca (film),LASZLO,0.0,0.11235955056179775,0.06695786666666668,0.26666666666666666,0.6583333333333333
"Crouching Tiger, Hidden Dragon",YU,0.0,0.22659176029962547,0.04304080882352943,0.23529411764705882,0.6981981981981982
"Crouching Tiger, Hidden Dragon",JEN,1.0,0.20037453183520598,0.03420344827586209,0.19047619047619047,0.6089108910891089
"Crouching Tiger, Hidden Dragon",LI,1.0,0.149812734082397,-0.016971144278606957,0.26666666666666666,0.7039473684210527
"Crouching Tiger, Hidden Dragon",LO,1.0,0.07116104868913857,0.027941964285714292,0.6666666666666666,0.9375
Basquiat (film),BASQUIAT,0.0,0.3559322033898305,0.047348007590132815,0.014084507042253521,0.0
Hesher (film),TJ,0.0,0.2925089179548157,-0.04103053892215569,0.19230769230769232,0.723744292237443
Hesher (film),HESHER,,0.2080856123662307,-0.04484688644688643,0.29411764705882354,0.8380566801619433
Hesher (film),DAD,0.0,0.09988109393579073,-0.024702675585284276,0.29411764705882354,0.8181818181818182
Hesher (film),NICOLE,1.0,0.09274673008323424,-0.012968683274021354,0.5555555555555556,0.9074074074074074
Hesher (film),GRANDMA,1.0,0.09036860879904875,0.054983524904214535,0.625,0.9482758620689655
Edward Scissorhands,PEG,1.0,0.20186915887850468,0.08579096774193547,0.1724137931034483,0.5625
Edward Scissorhands,KIM,1.0,0.14392523364485982,-0.013076415094339617,0.2631578947368421,0.8421052631578947
Edward Scissorhands,EDWARD,0.0,0.09719626168224299,0.06958225806451614,0.29411764705882354,0.6730769230769231
Edward Scissorhands,JIM,0.0,0.08971962616822429,-0.01980624999999998,0.3333333333333333,0.7553191489361702
Edward Scissorhands,BILL,0.0,0.08411214953271028,0.0863609090909091,0.38461538461538464,0.8333333333333334
Annie Hall,ALVY,0.0,0.3986587183308495,0.03642587155963301,0.03571428571428571,0.6487523992322457
Annie Hall,ANNIE,1.0,0.2995529061102832,0.07137441113490357,0.08695652173913043,0.8644501278772379
Mission: Impossible (film),ETHAN,0.0,0.28647925033467203,-0.004626447368421046,0.06521739130434782,0.32653061224489793
Mission: Impossible (film),PHELPS,0.0,0.0963855421686747,0.007072115384615379,0.15789473684210525,0.6209677419354839
Mission: Impossible (film),KITTRIDGE,0.0,0.09103078982597054,-0.013123056300268091,0.12,0.5
Wonderland (2003 film),JOHN,0.0,0.22632020117351215,0.0,0.057971014492753624,0.3593155893536122
Wonderland (2003 film),DAWN,1.0,0.07795473595976529,-0.03497142857142856,0.12121212121212122,0.5815217391304348
Wonderland (2003 film),RON,0.0,0.07711651299245599,0.0,0.0851063829787234,0.5054347826086957
Wonderland (2003 film),DAVID,0.0,0.07627829002514669,0.0,0.09523809523809523,0.30113636363636365
Monty Python and the Holy Grail,ARTHUR,0.0,0.18304576144036008,0.031729947916666675,0.01639344262295082,0.0
Eight Legged Freaks,SAM,0.0,0.1951219512195122,0.0060311203319502096,0.2631578947368421,0.8292682926829268
Eight Legged Freaks,CHRIS,0.0,0.18220946915351507,-0.01503094170403587,0.3333333333333333,0.6435185185185185
Eight Legged Freaks,MIKE,0.0,0.14203730272596843,-0.006823316062176161,0.22727272727272727,0.6385542168674698
Eight Legged Freaks,ASHLEY,0.0,0.09469153515064563,0.00592020202020202,0.38461538461538464,0.7
Eight Legged Freaks,WADE,0.0,0.08608321377331421,-0.017240287769784174,0.45454545454545453,0.7222222222222222
Frozen River,RAY,0.0,0.3901098901098901,-0.01650183299389001,0.10344827586206896,0.7115384615384616
Frozen River,LILA,1.0,0.23626373626373626,-0.02204843462246777,0.125,0.6601123595505618
Frozen River,T.J.,0.0,0.12527472527472527,-0.01692372881355931,0.25,0.8979591836734694
Nurse Betty,BETTY,1.0,0.20176140912730184,0.029533601609657942,0.09259259259259259,0.46530612244897956
Nurse Betty,CHARLIE,1.0,0.13851080864691753,0.004098089171974524,0.13513513513513514,0.6616766467065869
Nurse Betty,WESLEY,0.0,0.10488390712570056,-0.03116643835616439,0.19230769230769232,0.6653846153846154
Nurse Betty,GEORGE,0.0,0.06725380304243395,0.01103379629629629,0.25,0.608433734939759
Nurse Betty,ROSA,1.0,0.06405124099279423,0.03662616822429908,0.2,0.7266666666666667
Win Win (film),MIKE,0.0,0.3202567760342368,0.07003591549295768,0.036036036036036036,0.5224438902743143
Win Win (film),JACKIE,1.0,0.1340941512125535,0.016346272493573268,0.08,0.7307692307692307
Win Win (film),KYLE,0.0,0.12054208273894436,0.03035699658703073,0.08695652173913043,0.677710843373494
Win Win (film),TERRY,0.0,0.10128388017118402,0.001050798722044733,0.09523809523809523,0.7015503875968992
Les Miserables (2012 film),VALJEAN,0.0,0.15903614457831325,-0.005078299492385786,0.16666666666666666,0.589622641509434
Les Miserables (2012 film),MARIUS,0.0,0.08795180722891566,0.019371794871794874,0.23076923076923078,0.2753623188405797
Les Miserables (2012 film),JAVERT,1.0,0.07228915662650602,-0.021958354114713214,0.3,0.7653061224489796
Les Miserables (2012 film),THENARDIER,,0.06385542168674699,0.011818571428571425,0.3157894736842105,0.3076923076923077
Les Miserables (2012 film),FANTINE,1.0,0.04819277108433735,0.01126318181818182,0.375,0.6081081081081081
Les Miserables (2012 film),ENJOLRAS,0.0,0.04819277108433735,-0.004338461538461543,0.2608695652173913,0.4142857142857143
The Goonies,Mikey,0.0,0.19237147595356552,0.01815469208211144,0.17857142857142858,0.7821100917431193
The Goonies,Chunk,1.0,0.12769485903814262,-0.016853703703703704,0.15151515151515152,0.5978260869565217
The Goonies,Mouth,0.0,0.11276948590381426,0.037186788154897496,0.22727272727272727,0.7376425855513308
The Goonies,Brand,1.0,0.11028192371475953,-0.00047763496143959217,0.22727272727272727,0.6821705426356589
The Goonies,Data,0.0,0.10530679933665009,0.04683254437869824,0.23809523809523808,0.7950819672131147
Elf (film),BUDDY,0.0,0.2875494071146245,0.0,0.02666666666666667,0.25346534653465347
Elf (film),WALTER,0.0,0.18972332015810275,0.0,0.05405405405405406,0.34972677595628415
Jimmy and Judy,JIMMY,0.0,0.3832153690596562,0.019445570570570583,0.05714285714285714,0.7457044673539519
Jimmy and Judy,JUDY,1.0,0.32457027300303337,0.004117925591882748,0.05714285714285714,0.8443579766536965
The Reader (2008 film),MICHAEL,0.0,0.30960264900662254,0.018316863905325442,0.13636363636363635,0.3853820598006645
The Reader (2008 film),HANNA,0.0,0.18543046357615894,0.015145340050377843,0.21428571428571427,0.9
The Reader (2008 film),JUDGE,1.0,0.10099337748344371,-0.026790869565217392,0.25,0.7093023255813954
Phone Booth (film),STU,0.0,0.4015670910871694,-0.012722818791946306,0.06666666666666667,0.5969387755102041
Phone Booth (film),VOICE,1.0,0.277179236043095,0.012457595628415306,0.07692307692307693,0.8602941176470589
Sweet Smell of Success,SIDNEY,1.0,0.24592487597448617,0.024659336099585073,0.03529411764705882,0.32491582491582494
Sweet Smell of Success,HUNSECKER,1.0,0.1793054571226081,0.014163221153846155,0.041666666666666664,0.5076923076923077
Sweet Smell of Success,SUSAN,1.0,0.09071580439404678,0.014288842975206604,0.09090909090909091,0.4724770642201835
Panther (film),JUDGE,1.0,0.14091470951792337,-0.04399544072948328,0.1724137931034483,0.6759259259259259
Panther (film),HUEY,0.0,0.1211372064276885,0.014130961538461538,0.125,0.40804597701149425
Panther (film),TYRONE,0.0,0.10877626699629171,-0.06221860465116277,0.17857142857142858,0.5
Panther (film),BRIMMER,0.0,0.05067985166872682,-0.06328571428571429,0.29411764705882354,0.6515151515151515
Panther (film),CY,0.0,0.04697156983930779,-0.04123511450381679,0.29411764705882354,0.4852941176470588
The Roommate,SARA,1.0,0.39520958083832336,0.0411054404145077,0.07407407407407407,0.44761904761904764
The Roommate,REBECCA,1.0,0.24790419161676647,0.04017377892030849,0.07692307692307693,0.6714285714285714
Wonder Boys (film),GRADY,0.0,0.4318381706244503,0.025047864406779665,0.03389830508474576,0.2839366515837104
Wonder Boys (film),JAMES LEER,0.0,0.1468777484608619,0.005045537757437073,0.13333333333333333,0.8311258278145696
Life as a House,GEORGE,0.0,0.2801652892561983,0.00586762376237624,0.16,0.6797945205479452
Life as a House,SAM,0.0,0.18264462809917356,-0.024557242582897036,0.2,0.7620320855614974
Life as a House,ROBIN,0.0,0.14545454545454545,0.016675921908893714,0.23529411764705882,0.656441717791411
Life as a House,ALYSSA,1.0,0.10826446280991736,0.01707041420118343,0.26666666666666666,0.6666666666666666
Drop Dead Gorgeous (film),AMBER,1.0,0.15567282321899736,0.03998277511961724,0.061224489795918366,0.2669683257918552
Drop Dead Gorgeous (film),GLADYS,1.0,0.079155672823219,0.0513175853018373,0.08108108108108109,0.10526315789473684
Drop Dead Gorgeous (film),LORETTA,1.0,0.06596306068601583,0.0568787878787879,0.25,0.5729166666666666
Insomnia (2002 film),WILL,0.0,0.35013623978201636,-0.01908620386643232,0.045454545454545456,0.1859504132231405
Insomnia (2002 film),ELLIE,1.0,0.11852861035422343,8.704883227176158e-05,0.08695652173913043,0.5590062111801242
Wes Cravens New Nightmare,HEATHER,1.0,0.36671575846833576,-0.011951781472684083,0.014705882352941176,0.0
The Black Dahlia (film),BUCKY,0.0,0.29846938775510207,0.003220930232558149,0.012345679012345678,0.0
The Ugly Truth,ABBY,1.0,0.35894941634241245,0.02109490392648289,0.045454545454545456,0.5742725880551302
The Ugly Truth,MIKE,0.0,0.29961089494163423,0.021899745762711868,0.0425531914893617,0.6648936170212766
Blade II,BLADE,0.0,0.24310344827586206,-0.029354417952314162,0.1,0.5191489361702127
Blade II,WHISTLER,0.0,0.12586206896551724,-0.034553608247422686,0.2222222222222222,0.6612903225806451
Blade II,NYSSA,1.0,0.12413793103448276,-0.011845820433436533,0.17391304347826086,0.6271186440677966
Blade II,SCUD,0.0,0.0896551724137931,-0.0016667953667953632,0.26666666666666666,0.7837837837837838
Lethal Weapon,MURTAUGH,0.0,0.3083257090576395,-0.03561467576791806,0.03278688524590164,0.48841059602649006
