film,main_char,degree,betweenness
Music of the Heart,ROBERTA,5.770746081599283,6.527224619696457
Marley & Me (film),JOHN,4.532560545819385,5.224478958465834
Anastasia (1997 film),ANYA,4.388409523968741,5.610866182417525
Blue Velvet (film),JEFFREY,3.9939054132163583,4.683082647210831
Entrapment (film),MAC,2.397561119080782,2.2216523880284833
The Italian Job (2003 film),CHARLIE,2.853870759731949,3.7717356907537662
Rushmore (film),MAX,5.336733677631857,6.171020622508795
The Public Eye (film),BERNZY,5.767186376017021,5.987426182863291
Charlies Angels (film),DYLAN,3.149059228926396,4.809139417948426
Wild Wild West,WEST,4.084759919951447,5.450502882865909
Swordfish (film),GABRIEL,2.7680804051341426,2.1670538091587006
The Men Who Stare at Goats (film),BOB,4.589088388210612,5.039148387831934
Mobsters,LUCIANO,4.93291154378543,5.438000679795024
The American President,SHEPHERD,4.12760818823352,5.1413484927042035
Logans Run (film),LOGAN,4.131423886288749,4.811639829871871
Cradle 2 the Grave,FAIT,3.9314801809764144,5.318710976154672
Tamara Drewe (film),NICHOLAS,2.146060970532531,2.682984057060427
A Night at the Roxbury,DOUG,3.775385163099165,4.378761947561893
Boy Who Never Slept,DANIEL,2.900030972372288,3.3687645329549034
Halloween H20: 20 Years Later,KERI,3.395039291865864,4.298348534706301
This Is 40,DEBBIE,3.822269223860973,4.818474419872896
Airplane II: The Sequel,TED,5.17124378317944,6.699226279419505
Hellraiser: Hellseeker,TREVOR,5.345718473982567,5.8777906449337864
The Devil and Daniel Webster (film),JABEZ,3.428403374000953,4.704508847858741
Escape from L.A.,PLISSKEN,3.7796604480166045,5.001354418642921
Murderland,BRUCE,0.7150744330202329,-0.11796514752295961
Dune (film),PAUL,3.9246231241568488,4.83702331823089
Dead Poets Society,NEIL,1.7650670586662636,1.8900273522754325
Rise of the Planet of the Apes,WILL,5.030130890563968,5.567925848405055
Three Kings (1999 film),ARCHIE GATES,2.890319721929591,2.8653593328837297
Dr. Strangelove,MAJOR KONG,3.180482335353295,3.790922126832922
Wag the Dog,BREAN,4.655572424085599,5.409610825410965
True Grit (2010 film),Mattie,5.29768831955105,5.910574328033251
Beasts of the Southern Wild,WINK,1.5888598190134726,0.9886254184333136
Halloween: Resurrection,SARA,3.6136145283667354,4.763405948774932
Traffic (2000 film),ROBERT,4.354811241157364,6.120758167389948
Jason X,ROWAN,2.5960204277051795,4.093419589968947
Alone in the Dark (2005 film),CARNBY,2.6758086430399253,4.43196387230309
The Lost Weekend (film),DON,4.854239009735343,5.166204672945705
Legally Blonde,ELLE,5.272440911921036,6.478753527899903
"O Brother, Where Art Thou?",EVERETT,4.972144003538669,5.814602473287509
Somethings Gotta Give (film),HARRY,3.4497695407205478,4.395496197303142
What Women Want,NICK:,8.362584939434235,9.366872173183776
The Last Flight (1931 film),CARY,2.472091934396876,3.572681746834142
The Naked City,MULVEY,4.998021805601271,4.995490834252173
"South Park: Bigger, Longer & Uncut",KYLE,4.678415232664134,5.692655020011067
A Nightmare on Elm Street,NANCY,3.799305832284645,4.8039321302012015
Freaks,HANS,1.5927647106357263,0.02950881402718033
The Manchurian Candidate (2004 film),MARCO,4.9310251738333655,5.566107397240727
Invaders from Mars (1953 film),DAVID,3.814010443406538,4.818662960704621
The Time Machine (1960 film),TIME TRAVELLER,3.0231681866179723,3.7101874111310424
The Lord of the Rings: The Fellowship of the Ring,GANDALF,1.5322818680900627,1.3982710528406557
American Graffiti,CURT,2.964279875069733,4.039591522329934
Cecil B. Demented,CECIL,4.806655578631976,5.898511991974625
The Queen (film),ELIZABETH,3.8921964940618166,5.303178522388232
The Rock (film),GOODSPEED,3.2134993434269195,3.853638638808663
Blow (film),GEORGE,5.770368627941478,6.430969765073732
Mrs. Brown,BROWN,2.46405272254419,3.2066774104084472
The Hospital,BOCK,6.187545093630775,7.302665813820292
An American Werewolf in London,DAVID,3.8716600262754097,3.911491014817659
Harvey (film),ELWOOD,4.863174283282189,6.564968900040806
Jane Eyre (2011 film),JANE,4.166428264362091,4.841672904691347
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PETER,2.520247676647744,3.4309302963959007
The Good Girl,JUSTINE,2.573251177328327,3.226640345343386
"Bodies, Rest & Motion",NICK,3.500353588928517,4.437377428073955
Friday the 13th Part III,SHELLY,2.601265200851557,2.7034404497930824
Land of the Dead,RILEY,3.9300791352179636,4.656857407175159
The Corruptor,CHEN,3.0641293851417055,4.087583920374418
The Boondock Saints II: All Saints Day,EUNICE,2.2291159841743466,2.0093870897932207
Anonymous (film),OXFORD,1.9178953925868443,1.5532858209895446
Moonrise Kingdom,SAM,2.5755848716604866,3.076913439843475
Star Trek: First Contact,PICARD,3.6870145992458814,4.7836452413106585
Broken Embraces,HARRY,2.9192870141528227,3.3538263497176644
Twin Peaks: Fire Walk with Me,LAURA,6.336651662700167,7.232724950802432
Dragonslayer,GALEN,3.1441410053746393,3.468894288730721
Final Destination 2,KIMBERLY,4.2036060240361595,5.474843567056797
Labyrinth (film),SARAH,3.773163027587228,4.69902105545379
Invictus (film),MANDELA,3.6547476944546924,3.7321939242951765
Field of Dreams,RAY,4.255381913171112,5.1173863155912915
Antitrust (film),MILO,4.344042854351854,5.508482096169417
Duck Soup (1933 film),GROUCHO,2.534014048371989,3.501429684229531
Highlander: Endgame,DUNCAN,4.401922782554313,4.55297630145452
The Relic (film),PENDERGAST,2.4983133037963547,3.380825928989767
Little Monsters,BRIAN,2.441057739300309,3.3544363195888134
Django Unchained,DJANGO,5.960605355110918,7.095891777909527
The Battle of Shaker Heights,KELLY,4.205266943286837,4.921650484053965
Ring (film),ASAKAWA,4.688840896346936,4.884874333597138
Red Riding Hood (2011 film),ISABELLE,2.6632486021691237,4.3551240221784475
Evil Dead II,ASH,3.9758455637634103,4.757642650697111
Requiem for a Dream,HARRY,3.3859746190134112,2.924060080349836
Smokin Aces,MESSNER,3.3101772388080604,4.24405530701727
The Ninth Gate,CORSO,4.157573059459152,4.850132636711913
30 Minutes or Less,WILL,3.0484454202953155,3.8140739790458413
Water for Elephants (film),JACOB,4.38171104824181,5.006354514760212
Very Bad Things,FISHER,3.1936138805090306,4.374070981786405
Psycho (1960 film),SAM,4.094447752126151,3.2694537400726222
You Can Count on Me,SAMMY,1.998379473062744,1.2295814951973651
Donnie Brasco (film),DONNIE,3.9986810184063284,3.831058484258016
The Incredibles,BOB,3.7673303049951126,4.51463382310279
The Parent Trap (1998 film),ELIZABETH,1.8481175453792058,1.3584564422834522
Friday the 13th: The Final Chapter,TRICIA,1.5799050110667285,3.3062958878588
Glengarry Glen Ross (film),ROMA,1.0000000000000002,1.2182191802030096
Flash Gordon (film),FLASH,2.5947272993677433,2.8143776819061617
American History X,DEREK,3.510516233833187,4.8344045848385635
The Princess Bride (film),INIGO,3.067273584857963,4.300250515405253
The Last of the Mohicans (1992 film),HAWKEYE,3.9071376998408365,4.683044636435341
What About Bob,BOB,4.320366433933906,5.028471708137465
The Perks of Being a Wallflower (film),CHARLIE,3.6003622186964073,4.330355463747974
Stolen Summer,PETE,2.3009074802132363,2.6904728659017705
The Grifters (film),ROY,3.85275875185561,4.31319491361773
Hanna (film),HANNA,3.727754131566278,4.265748453293547
Kate & Leopold,KATE,1.809068067466582,1.0709705293866978
Inventing the Abbotts,DOUG,2.042109880970524,3.2560528732346787
2001: A Space Odyssey (film),BOWMAN,2.9463444945969055,2.975471482512579
Tombstone (film),WYATT,4.0752137488976805,5.776454959115603
Law Abiding Citizen,NICK,3.3065431110136845,4.057830536084705
All About Eve,MARGO,1.4350108206432877,2.661031786394482
12 (2003 film),ALLEN,3.3094530860031224,3.2484058470061927
The Big White,PAUL,2.396469055182798,2.4562556263360933
How to Lose Friends & Alienate People (film),SIDNEY,4.711971387607291,5.59358611612844
The Thing from Another World,HENRY,3.4848917942477624,5.279939885278468
On the Waterfront,TERRY,4.883760973178113,6.599226718523988
Antz,Z,4.044683029458158,5.049465710369804
Last Tango in Paris,JEANNE,3.5346797871209903,3.2728185115037443
Crime Spree,SAMI,1.8243674944871229,1.6151969527501684
Cliffhanger (film),GABE,4.52549507662197,5.516757415524766
Scream 3,GALE,2.013751652889609,1.4312986983859761
Vertigo (film),SCOTTIE,3.988548276021957,4.263504776183681
I Still Know What You Did Last Summer,JULIE,2.1847605836674693,2.5962180539014477
Platinum Blonde (film),STEW,3.9525604123086646,4.9936892391172885
Cellular (film),RYAN,4.190838589509038,5.102895758313177
Basic Instinct,NICK,2.9598738644430727,4.12361028899961
The Fighter,MICKY,3.744693359059337,4.571714591806887
Hellraiser,LARRY,1.3699344972044325,1.677321449153416
Planet of the Apes (2001 film),OMIT,1.9167454300136622,2.5904762857799124
The Getaway (1972 film),DOC,3.9272415992485876,4.8426647055003995
Metro (1997 film),ROPER,4.477215043467819,5.311836830831747
Rebel Without a Cause,JIM,3.227272727272727,4.335876979759048
Blue Valentine (film),DEAN,2.5767067534294803,2.4390494858118643
Ghost (1990 film),SAM,2.972420693429168,3.46378707349535
Tron,FLYNN,2.6045654753436187,2.5754420537886777
Pandorum,BOWER,2.852890297723951,3.7525832489198114
Suspect Zero,MACKELWAY,3.683917961755761,4.256748434456732
The Island (2005 film),LINCOLN,6.10828527170721,6.290611971893418
Grand Hotel (film),BARON,3.267853591496942,3.5615294030016598
Star Trek VI: The Undiscovered Country,VFX,-0.7071067811865474,-0.7071067811865475
Heathers,VERONICA,4.154481836671024,5.198333976959991
One Good Turn (1931 film),RUTH,1.6413500086045842,1.0880990080876427
Three Men and a Baby,PETER,3.110982183404881,3.502031822782265
The Day the Clown Cried,HELMUT,5.785028480967706,7.51997475617001
Goodfellas,HENRY,5.351052147517926,5.692115624392953
Hollow Man,LINDA,1.7238340960749334,1.9186494979536362
Breakdown (film),JEFF,4.00348399690201,5.167384740833546
Ted (film),JOHN,3.6599656879825115,4.1828036458750875
Juno (film),JUNO,3.6827397982730834,4.498738225687982
Assassins (film),RATH,1.9611613513818402,2.142506977715497
Devil in a Blue Dress (film),EASY,5.787088023479882,6.31682323735055
White Christmas (film),BOB,3.3130069951897,4.423876608502547
Cruel Intentions,SEBASTIAN,3.4486524735750264,4.060360999929234
Fright Night (2011 film),CHARLIE,3.7370768000147407,4.8475711696718795
Constantine (film),JOHN,4.701696672729375,5.084558061829703
The Ladykillers (2004 film),DORR,3.061948543577456,2.0062308752151554
The Mechanic (2011 film),BISHOP,4.236405305133772,4.72640887172971
My Week with Marilyn,COLIN,3.523410066853776,5.543331078504884
Dracula (1931 film),LATER THAT NIGHT,0.5773502691896255,
Fast Times at Ridgemont High,STACY,2.933772327356282,3.7076700920175782
From Russia with Love (film),BOND,5.304522448448702,6.655780058058151
Shock Treatment,JANET,5.320759955009652,4.29563044361168
Superman III,GUS,3.222630390168857,3.093294824770329
Collateral (film),MAX,3.122770084757656,2.974259811779419
Hope and Glory (film),GRACE,2.56766313817363,2.6981507876888213
"Synecdoche, New York",CADEN,7.383666082174378,8.259035553832243
Event Horizon (film),MILLER,2.450330604353172,3.0268458731749615
Grand Theft Parsons,PHIL,2.37565136598877,1.5834583253067422
Witness (1985 film),BOOK,4.880364456033707,6.104669136321766
Thelma & Louise,THELMA,3.0202658407766023,4.012485689553707
Beavis and Butt-head Do America,BUTT-HEAD,3.9416621053253027,4.117596733447254
Minis First Time,MINI,4.84365369551148,5.559113288421905
The Damned United,CLOUGH,5.101437300900595,5.457217189017858
The Bounty Hunter (2010 film),MILO,3.7922700133781126,4.452382633084806
Beloved (film),SETHE,3.885931140601064,4.831506544924905
Into the Wild (film),CHRIS,5.135127907734785,5.7549093293787745
Sex and the City (film),CARRIE,3.7910479060080005,4.842258337181624
Magnolia (film),JIM KURRING,1.290545329067062,1.0097350850420845
Lost Highway (film),PETE,3.7277004960353635,2.8016005999350995
Silver Linings Playbook,PAT,4.186410288313367,5.668410053681085
The Man in the Iron Mask (1998 film),ARAMIS,2.012987012987013,2.1569893924399612
Shame (2011 film),BRANDON,4.195988289597137,4.797599937810008
12 Monkeys,COLE,5.259190389872347,5.718195796682768
The Fugitive (1993 film),GERARD,4.293590884144922,3.6459637018648388
Out of Sight,FOLEY,3.43988481943479,4.474030852657942
Pulp Fiction,VINCENT,4.467049365133492,4.587223281474976
The Third Man,MARTINS,6.336899190377051,8.80979721346967
The Adventures of Ford Fairlane,FORD,5.956500203977936,6.68080559201255
Peeping Tom (film),MARK,3.5089394579986823,5.0421605533106275
The Thin Man (film),Nick,5.442262868881688,6.969656099777264
Unknown (2011 film),MARTIN,3.6367469861472665,4.44570635026954
The House Next Door (film),TERRY,1.4905624045035206,0.8944506841428924
I Walked with a Zombie,BETSY,2.353145557676245,3.303916793875806
The Dark Knight Rises,WAYNE,2.141860188858698,1.6360230011652594
Mulholland Drive (film),BETTY,5.53261998697385,6.115176199596317
The Running Man (1987 film),STAGE,1.7441631985447625,1.5314555745224212
The Next Three Days,JOHN,4.892798891437506,5.879947034328605
Stranglehold (1931 film),RICHTER,3.3849116855014216,4.159203882874216
Margaret (2011 film),LISA,6.2824744709562745,7.3158835122674
The Last Station,VALENTIN,1.2283899534733822,0.6921541411344213
Oceans Eleven,DANNY,2.9409904694319935,3.551870867569778
The Ghost and the Darkness,PATTERSON,2.934525888978833,3.809292619339194
Chaos (2005 Capitol film),CONNERS,3.276494507045061,4.064464897920109
Lone Star (1996 film),SAM,6.190069390913763,7.246009007974582
The Avengers (1998 film),EMMA,2.5858026454733087,2.879475169956594
1492: Conquest of Paradise,COLUMBUS,4.966509850558418,5.423851444035358
American Beauty (film),LESTER,2.277437593371385,3.452179472754083
Punch-Drunk Love,BARRY,5.486690948042504,5.858293337266328
The Cincinnati Kid,KID,2.5067535917019605,4.229922016925689
Cast Away,CHUCK,5.219704701021633,5.460760259979413
Lincoln (2012 film),LINCOLN,5.828967832934151,6.851866463153289
Only God Forgives,JULIAN,2.7888285564304653,2.8754689777973
Deep Cover,HULL,3.0835500823103863,4.113700398399599
Some Like It Hot,JOE,3.2895198160329677,2.686529119351075
Halloween (1978 film),LAURIE,2.555785365587544,3.2294177983293126
Little Athens,JESSICA,2.5916232178746186,3.1074450925709813
Midnight in Paris,GIL,3.502974386381203,4.585614148869885
The Omega Man,NEVILLE,4.0702013623941,4.317218556020146
Nosferatu,HARKER,1.8593393604027362,2.0436415018870835
Dances with Wolves,DUNBAR,2.444890991724333,4.391891453003547
Mission: Impossible II,ETHAN,3.1503276511144596,4.7823735452093885
The Fifth Element,KORBEN,4.261460172331413,5.073608450437813
Thor (film),THOR,3.153290474709916,4.144682615173973
Sling Blade,KARL,3.2644795248654392,4.087624981237326
Flight (2012 film),WHIP,5.2175028572655116,5.687034263314395
Taxi Driver,TRAVIS,4.187489718229832,4.471157428898068
Disturbia (film),KALE,2.5155764746872635,2.9229965982520145
The Replacements (film),SHANE,6.834493949315074,8.5671564504596
True Lies,HARRY,2.79776268442101,3.386817700827092
They (2002 film),JULIA,6.0621308500944435,6.870225470397145
Conspiracy Theory (film),LIZA,4.68542282544669,4.675466900625002
Scott Pilgrim vs. the World,SCOTT,3.7499179391134536,5.323245548106517
The Losers (film),CLAY,3.057170219770266,3.846091733914757
Star Wars (film),LUKE,3.324907861316524,4.794332728740281
Hellbound: Hellraiser II,KIRSTY,2.816729000836066,3.5416188762770373
Ginger Snaps (film),BRIGITTE,3.282700017209168,4.0883112822953604
Robin Hood: Prince of Thieves,ROBIN,3.8714482180672705,5.634568883062546
Bamboozled,DELACROIX,5.79263179330089,7.314866264086857
Henrys Crime,HENRY,2.9333333333333327,3.3721773439512766
Planet of the Apes (1968 film),TAYLOR,2.987413001478521,3.923320405530147
Rush Hour (1998 film),CARSON,4.187756188472034,5.58123595529746
Fair Game (2010 film),VALERIE,6.0825560169462385,6.942991262011199
Timber Falls,MIKE,2.175659976310254,3.394131807030496
Light Sleeper,LETOUR,4.409362524912892,4.510373606185793
Battle: Los Angeles,SGT. NANTZ,3.172141010656904,4.4821405593187365
The Program,JOE,4.319646858025194,5.658495291815248
Wild Hogs,DOUG,3.5704155944509157,4.811182235653132
Sunset Boulevard (film),GILLIS,2.063289205739503,1.9117546751249526
Obsessed (2009 film),DEREK,3.6959574817092133,5.546482232770333
The Little Mermaid (1989 film),Ariel,2.054015117322601,3.4715193394589594
Shallow Grave,ALEX,2.104805442233736,2.0080637740322618
Living in Oblivion,NICK,2.065762720441709,2.4358190213675712
Bram Stokers Dracula,MINA,1.3994334305350271,0.3957741633886099
Meet John Doe,ANN,5.114774841919981,6.2686898759456255
The Limey,WILSON,2.6869952267765758,4.043284796864433
Legend (1985 film),JACK,3.327442202052687,4.469290775711576
Ghostbusters II,VENKMAN,3.27036388846564,3.6570762070289344
From Here to Eternity,PREW,5.1506378020048995,6.780216838180935
Harold and Maude,MAUDE,1.6988666832892254,1.9667018900148157
TMNT (film),RAPHAEL,2.917548142494406,2.7460661095733148
The Way Back,JANUSZ,1.6162440712835375,0.7259299061817942
The X-Files (film),MULDER,4.604251183635951,5.234371683057135
My Mother Dreams the Satans Disciples in New York,MARIAN,3.0778397647079556,3.805912876340905
Chasing Amy,HOLDEN,2.9944872721366687,3.380390524834787
The Hangover,VICK,2.6384312690595966,3.2219045901302947
Mad Max 2,MAX,2.5945396624642623,3.5039357342876514
Elizabeth: The Golden Age,ELIZABETH,4.492606621684587,5.7110625705222
Blood Simple,RAY,3.0189262832818824,2.8262097972001685
Copycat (film),M.J.,3.6371985762597654,3.9988013889409375
Smokey and the Bandit,BANDIT,5.386990206251959,6.675740222664854
The World Is Not Enough,BOND,4.058366541239326,5.0705476947888215
The Hustler (film),EDDIE,4.158673097700124,4.74689518855486
Batman & Robin (film),FREEZE,2.4155279842994295,3.0435385283296306
Alien vs. Predator (film),HIROKO,2.845534472921258,4.247249858016014
American Gangster (film),FRANK,4.504484626533046,5.10947279057712
The Atomic Submarine,REEF,3.428219130030748,4.550143743890757
Bringing Out the Dead,FRANK,4.585939587535789,5.681053882418518
Apollo 13 (film),JIM LOVELL,4.979685410916307,6.9916448477049675
Men in Black (film),KAY,2.828080579610803,3.7886563430967937
The Hills Have Eyes (2006 film),DOUG,2.089072554491833,3.3673061249046325
Bottle Rocket,DIGNAN,3.4391257910836224,4.381257031121751
Miami Vice (film),CROCKETT,3.223798311647434,4.6606118675775265
The Lost Boys,SAM,1.2547528688569558,1.1598450424572657
High Fidelity (film),ROB,3.983075575627737,4.546904305716873
"Happy Birthday, Wanda June",HAROLD,0.76271276980969,-0.783616498596626
April Fools Day (1986 film),ROB,1.918119750137055,3.1085206996542363
Lake Placid (film),KELLY,2.7047763685943753,3.4522217207102237
The Graduate,BEN,4.448368899464653,5.102314845503074
Meet Joe Black,PARRISH,1.810032475212097,0.9945538865752362
Smoke (film),PAUL,2.98852602687517,3.5155845687878595
American Madness,DICKSON,4.740956884549642,6.300402990651606
Pump Up the Volume (film),Mark,1.0808722355782907,0.8108774898067502
Nothing But a Man,DUFF,4.994180478232211,5.585145050007111
Four Rooms,TED,4.637100512795284,5.158294538232258
Confessions of a Dangerous Mind,BARRIS,7.1327084512649375,7.433908724117276
The Help (film),SKEETER,2.085473210852606,2.0021411977185397
Fantastic Mr. Fox (film),FOX,2.8000333140984086,3.717297966786525
Orgy of the Dead,CRISWELL,1.2398524277321035,1.6413500086045842
Dark Star (film),DOOLITTLE,1.6714079846532954,1.6328962799377817
An Officer and a Gentleman,ZACK,3.567961406569535,4.588047258804386
Wanted (2008 film),WESLEY,5.213552621234546,5.708738995618585
The Thing Called Love,MIRANDA,3.370315470274015,4.230876540275182
Salt of the Earth,RAMÓN,5.061870099787648,6.118639755939803
Rust and Bone,ALI,3.2179795146741914,3.39390652907661
Prometheus (2012 film),WATTS,3.7933524060945762,5.569267118049988
Fantastic Voyage,GRANT,2.0381802359829675,3.491833146754701
Precious (film),PRECIOUS,4.674927908197095,5.226716416545567
The Siege,HUB,5.3882718442114115,6.152588672057979
2012 (film),JACKSON,3.5452594603135847,4.159997719234154
American Psycho (film),BATEMAN,4.19785878140557,4.608115271838625
Swingers (1996 film),MIKE,3.3510656320049983,4.241245961467891
Get Shorty (film),CHILI,5.172054879892642,6.234488590489583
The Cider House Rules (film),HOMER,3.0113337124928297,3.5222562636662587
Escape from New York,SNAKE,2.5052184341859443,2.4457040081302654
The Stunt Man,CAMERON,4.2806722829472115,4.877185577137729
Point Break,UTAH,4.2014576347072214,5.099465040370095
This Boys Life (film),TOBY,3.9563612895823796,4.688733052889269
Made for Each Other (1939 film),JOHNNY,4.557655714448707,4.998951314372842
Gothika,MIRANDA,2.7453959868708333,3.5044181467349746
The Boondock Saints,SMECKER,2.2501740820594294,2.275088064132405
The Abyss,BUD,2.45087006372514,2.336970330218526
True Romance,CLARENCE,3.178667259383652,4.916069170390093
Platoon (film),CHRIS,3.2817072156991838,5.368946796207405
Shampoo (film),GEORGE,4.151312878037306,4.66238207723935
The Visitor (2007 drama film),WALTER,4.15499899684388,4.863759997307221
Darkman,JULIE,4.990976769800492,4.036515255307722
Zero Dark Thirty,MAYA,5.205744327360061,6.239203275037207
Innerspace,JOE,3.6310200452962333,4.532681219162262
Source Code,COLTER,3.202126428832667,4.079567517633248
A Bucket of Blood (1995 film),WALTER,2.464026901522906,3.9309600400087232
Harold & Kumar Go to White Castle,KUMAR,4.100841308968294,4.045498544472302
The Deer Hunter,NICK,4.192646243312161,4.585547877173852
Monty Python Live at the Hollywood Bowl,Customer,0.1757499100654988,0.46481237875189757
The Twilight Saga: New Moon,BELLA,4.174958875228671,4.770876221058051
Airplane!,ELAINE,3.4054403635979122,3.388182103974034
Eternal Sunshine of the Spotless Mind,JOEL,3.8437693046682657,4.932871312602458
Twilight (2008 film),BELLA,3.9612817925439865,5.0865617747156815
Oblivion (2013 film),JACK,3.1298431857438063,3.573936029387387
Moneyball (film),BILLY,8.187887036799571,8.830909921009889
Marty (film),MARTY,4.480002515089837,5.2114095711338235
In the Loop (film),SIMON,2.53437136769185,2.3972005381518064
Frequency (film),FRANK,4.277470214570334,4.532938644030484
Wild Things: Diamonds in the Rough,MARIE,2.8809999209166426,3.055304946894521
The Salton Sea,DANNY,4.603481369777444,4.8872815509811955
The Breakfast Club,BENDER,0.6681531047810607,-0.38359934111762667
Love & Basketball,MONICA,4.5856839263318845,5.280669029721811
Argo (2012 film),MENDEZ,6.115201574158887,7.7530821659146545
Milk (film),HARVEY MILK,4.587057432647967,5.512449501087853
The Wrestler (2008 film),RANDY,6.1333388632925985,6.512797861946358
Galaxy Quest,JASON,2.678514822537419,3.3519048945505454
White Squall (film),SKIPPER,3.4565966576099822,5.459235391332654
Ghost Rider (film),BLAZE,4.197263546240067,5.546198735923684
Strangers on a Train (film),GUY,4.082041838594932,4.510814907172783
Monty Pythons Life of Brian,Brian,6.689311001994665,8.418296190296118
Ronin (film),SAM,2.9604169236473137,3.9383974583511616
Happy Campers (2001 film),WICHITA,1.9191421986792858,0.8537859450725995
Romy and Micheles High School Reunion,Romy,3.078299607441979,3.329693147520012
Stepmom (film),JACKIE,2.2314368341558732,2.5865472833216416
10 Things I Hate About You,KAT,2.523573072576179,3.3017220229641335
Superman II,LOIS,3.6162214055915,4.763918322543375
The Tourist (2010 film),FRANK,1.8065354215832055,1.4984935598168012
The Mask (film),STANLEY,5.146205275380197,6.347457866819705
Prom Night (1980 film),KIM,3.280341186198829,4.2809074399237455
True Believer (1989 film),EDDIE,5.358106297689989,6.2467942414668105
Simone (2002 film),VIKTOR,4.743416490252569,5.5199450203985645
Margin Call (film),WILL EMERSON,1.0976121697792556,0.1701943972865852
Full Metal Jacket,HARTMAN,0.9753731740424821,0.9659556580394816
National Lampoons Barely Legal,DEACON,3.675540417051458,4.98610409944679
The Postman (film),THE POSTMAN,5.033866986109399,5.918270790660001
Enough (film),SLIM,5.42833462645928,6.0351641041689055
Wild Things,SAM,2.57949877195188,3.3912076462490393
Above the Law (film),NICO,6.0900772234568485,6.487464256114717
Repo Man (film),OTTO,4.257434153037287,5.818666649395529
Newsies,JACK,4.893751886684023,3.969565775601544
Eyes Wide Shut,BILL,4.772482723643811,5.084083864819291
Cedar Rapids (film),TIM,4.791379344436201,5.714894767779173
Minority Report (film),ANDERSON,5.073685079410786,5.491211657098884
Shrek,SHREK,2.7095882550879806,3.422585984755172
Heist (film),MOORE,2.694414353615931,3.265399221711254
The Straight Story,ALVIN,5.026214098333971,5.626451479016982
Gang Related,DIVINCI,4.501390160815529,5.74109504639064
Human Nature (film),NATHAN,2.543994912015264,1.8214898812800355
The Crow: Salvation,ALEX,3.9473710048308215,4.552622295248497
Man on Fire (2004 film),CREASY,5.040951726078322,5.769119385874751
Alien: Resurrection,CALL,1.5101780541055552,1.4142595743233173
Pokémon: Mewtwo Returns,Mewtwo,3.0972928439966734,3.999668466173938
Frozen (2010 American film),LYNCH,1.4408422383464974,3.1302609421878724
S. Darko,SAM,3.0578636019961247,3.3493877442642135
Dave (film),DAVE,5.502908052865381,6.87063064806158
King Kong (2005 film),DENHAM,3.500112739789509,4.7578349629279835
Paul (film),CLIVE,2.75536286900243,2.937158845063901
The Matrix Reloaded,MORPHEUS,2.2099424565411616,1.9719178652070788
Cross of Iron,STEINER,3.3978226944959697,4.487994157331222
Pitch Black (film),FRY,1.4395162675248463,2.8157588346933697
Ghost World (film),ENID,5.047768846372573,5.901437245758277
Eastern Promises,NIKOLAI,2.5281699032086604,3.5987284718457713
The Jackie Robinson Story,JACKIE,6.706874443921648,7.876902849831764
Léon: The Professional,LEON,2.653318723905322,2.94082285846397
Things to Come,CABAL,4.800947186501912,4.113371435413366
Emma (1932 film),EMMA,3.1114009991979765,4.531452425993128
Cowboys & Aliens,JAKE,2.4989056026592538,4.072707023724967
Anna Karenina (2012 film),ANNA,4.0921747952504814,4.915762069964965
Excalibur (film),ARTHUR,2.873860320804624,3.0177124203203722
Ninotchka,NINOTCHKA,3.808246984905156,4.366925028319531
The Last Boy Scout,HALLENBECK,4.395614458721649,5.016810842490581
The White Ribbon,SCHOOLTEACHER,2.3353372696589774,2.73378926696619
Titanic (1997 film),ROSE,3.8136246659675965,5.091610124110576
Election (1999 film),JIM,4.289988894091127,5.107004881495152
Tinker Tailor Soldier Spy (film),SMILEY,3.8932927846007943,4.45917197721955
Monte Carlo (2011 film),ALICE,3.0504266222269214,4.337321032472551
Sense and Sensibility (film),ELINOR,2.5793955957617394,4.293222495616032
Freddys Dead: The Final Nightmare,JACOB,3.9379551339120304,4.237634191447852
Lord of Illusions,HARRY,3.416185255486555,4.824819443381227
Black Swan (film),NINA,3.079973201825682,3.5800428225809027
The Wedding Date,KAT,2.946785418688892,3.9635181794366234
Funny People,GEORGE,4.162929025883884,4.7860923192049984
Domino (film),DOMINO,5.096104584931894,6.352277166527031
The Curious Case of Benjamin Button (film),BENJAMIN,3.519627780497825,3.7437700859862773
The Rocky Horror Picture Show,FRANK,1.9663925606744743,2.068882377817107
Speed Racer (film),SPEED,4.066879201087991,5.3578104859677715
The Deep End of the Ocean (film),Beth,2.9909653962850564,3.6443035326541744
Orphan (film),KATE,3.7865243797242103,4.40944549577886
So I Married an Axe Murderer,CHARLIE,4.931557709072104,5.853051312623401
Face-Off,ARCHER,4.023381973519999,4.844893895146691
Memento (film),LEONARD,4.629594462327842,5.074335225512582
Clash of the Titans (2010 film),PERSEUS,3.8115392027434147,5.169643341415669
The Big Blue,ENZO,2.882548968774951,2.894202526251742
The Lost World: Jurassic Park,MALCOLM,3.1619180318932654,4.695195519827074
The Distinguished Gentleman,TOMMY,4.675806422684546,6.160116371300608
Lost Horizon (1937 film),CONWAY,3.7644132947135533,4.317015337538169
Jerry Maguire,JERRY,4.808510638297872,5.452500089779321
The Road (2009 film),MAN.,2.9904322039153772,3.510955971433823
Office Space,PETER,2.28438097926677,3.27946945823383
