top_topic,female,male
1,42.74941995359629,38.30508474576271
2,1.91415313225058,2.2033898305084745
3,8.932714617169374,8.220338983050848
4,26.45011600928074,28.516949152542374
5,5.8584686774942,6.1440677966101696
6,2.2041763341067284,3.135593220338983
7,1.7981438515081207,4.194915254237288
8,3.7703016241299303,4.279661016949152
9,5.626450116009281,4.491525423728813
10,0.6960556844547564,0.5084745762711864
