film,main_char,gender,top_topic
Petulia,petulia,1.0,8
White Angel (1994 film),steckler,1.0,9
White Angel (1994 film),carter,0.0,9
WALL-E,captain,0.0,25
WALL-E,wall-e,1.0,25
WALL-E,eve,1.0,25
WALL-E,ship's computer,0.0,10
WALL-E,autopilot,0.0,16
The Truman Show,truman,0.0,9
The Truman Show,christof,0.0,3
The Truman Show,meryl,1.0,6
Being Human (film),hector,0.0,8
Celeste and Jesse Forever,celeste,1.0,6
Celeste and Jesse Forever,jesse,0.0,6
All About Steve,mary,1.0,8
All About Steve,hartman,0.0,8
All About Steve,steve,0.0,8
Queen of the Damned,lestat,1.0,25
Queen of the Damned,jesse,0.0,25
Queen of the Damned,marius,0.0,25
Hitchcock (film),alfred hitchcock,0.0,8
Hitchcock (film),alma,0.0,8
Friday the 13th Part VIII: Jason Takes Manhattan,rennie,0.0,25
Friday the 13th Part VIII: Jason Takes Manhattan,mcculloch,0.0,25
Friday the 13th Part VIII: Jason Takes Manhattan,sean,0.0,25
Friday the 13th Part VIII: Jason Takes Manhattan,miss van deusen,1.0,25
Friday the 13th Part VIII: Jason Takes Manhattan,tamara,1.0,6
Monkeybone,stu,0.0,6
Monkeybone,julie,1.0,6
Monkeybone,monkeybone,0.0,6
The Nines,gary,0.0,6
The Nines,margaret,1.0,6
The Nines,gavin,0.0,6
The Nines,gabriel,0.0,6
The Nines,sarah,1.0,9
The Nines,susan,1.0,6
The Nines,sierra,0.0,6
The Nines,mary,1.0,6
A Serious Man,larry,0.0,7
Saving Private Ryan,miller,0.0,20
Jennifer 8,berlin,1.0,6
Jennifer 8,ross,0.0,6
Up (2009 film),carl,0.0,25
Up (2009 film),russell,0.0,1
Star Trek: Nemesis,picard,0.0,3
Star Trek: Nemesis,shinzon,0.0,3
Star Trek: Nemesis,data,0.0,3
The Searchers (film),ethan,0.0,21
The Searchers (film),martin,0.0,25
The Searchers (film),clayton,0.0,21
Bad Dreams (film),cynthia,1.0,25
Bad Dreams (film),alan,0.0,8
A Dry White Season,ben,0.0,9
A Dry White Season,stanley,1.0,9
The Night of the Hunter (film),preacher,0.0,9
The Night of the Hunter (film),john,0.0,9
The Night of the Hunter (film),rachel,1.0,9
The Night of the Hunter (film),icey,0.0,9
The Night of the Hunter (film),pearl,1.0,9
Extract (film),joel,0.0,6
Shifty (film),shifty,1.0,8
Shifty (film),chris,0.0,8
Erik the Viking,erik,0.0,25
Superbad (film),seth,0.0,6
Superbad (film),evan,0.0,6
Purple Rain (film),vanity,1.0,25
Purple Rain (film),morris,0.0,8
Purple Rain (film),prince,0.0,25
Purple Rain (film),jerome,0.0,8
Goldfinger (film),bond,0.0,8
Goldfinger (film),"""q""",1.0,8
Goldfinger (film),"""m""",1.0,9
Hider in the House (1989 film),julie,1.0,18
Hider in the House (1989 film),phil,0.0,18
Hider in the House (1989 film),hider,1.0,6
Hider in the House (1989 film),neil,0.0,6
Withnail and I,withnail,1.0,9
Withnail and I,i,1.0,9
Withnail and I,monty,1.0,9
Sleepy Hollow (film),ichabod,0.0,22
Sleepy Hollow (film),katrina,0.0,22
Death at a Funeral (2010 film),aaron,0.0,6
Death at a Funeral (2010 film),elaine,1.0,6
Death at a Funeral (2010 film),norman,0.0,6
Death at a Funeral (2010 film),ryan,0.0,6
Death at a Funeral (2010 film),oscar,1.0,6
Death at a Funeral (2010 film),michelle,1.0,6
Death at a Funeral (2010 film),derek,0.0,8
Mr. Blandings Builds His Dream House,jim,0.0,9
Mr. Blandings Builds His Dream House,muriel,1.0,9
Hudson Hawk,hawk,0.0,25
Hudson Hawk,anna,1.0,25
Hudson Hawk,alex,1.0,25
Mary Poppins (film),mr. banks,0.0,9
Mary Poppins (film),mary poppins,1.0,9
Mary Poppins (film),bert,0.0,24
Mary Poppins (film),jane,1.0,9
Mary Poppins (film),mrs. banks,1.0,9
Mary Poppins (film),michael,0.0,9
The Private Life of Sherlock Holmes,holmes,0.0,3
The Private Life of Sherlock Holmes,watson,0.0,9
Fight Club,jack,0.0,8
Fight Club,tyler,1.0,25
Halloween II (1981 film),loomis,0.0,11
Halloween II (1981 film),laurie,0.0,25
Halloween II (1981 film),bracket,0.0,6
Halloween II (1981 film),jimmy,0.0,19
The Butterfly Effect,evan,0.0,25
The Butterfly Effect,kayleigh,1.0,6
Limitless,eddie,1.0,8
Batman (1989 film),vicki,1.0,8
Batman (1989 film),knox,0.0,25
Batman (1989 film),bruce,0.0,25
Batman (1989 film),joker,0.0,25
Batman (1989 film),batman,0.0,25
Kalifornia,early,1.0,6
Kalifornia,brian,0.0,6
Kalifornia,carrie,1.0,6
Kalifornia,adele,1.0,9
Midnight Run,walsh,1.0,6
Midnight Run,the duke,1.0,6
Boogie Nights,dirk,1.0,6
Boogie Nights,jack,0.0,6
Resident Evil (film),alice,1.0,25
Resident Evil (film),matt,0.0,25
Resident Evil (film),twelve,0.0,25
Resident Evil (film),j.d.,0.0,25
Resident Evil (film),spence,0.0,25
Resident Evil (film),red queen,1.0,3
Resident Evil (film),one,0.0,10
We Own the Night (film),bobby green,0.0,8
Buried (film),paul,0.0,25
Buried (film),dan,0.0,25
Ace Ventura: Pet Detective,ace,1.0,6
Ace Ventura: Pet Detective,melissa,1.0,6
The Jolson Story,jolson,1.0,8
The Jolson Story,steve,0.0,9
The Jolson Story,julie,1.0,9
Supergirl (film),selena,1.0,9
Supergirl (film),supergirl,1.0,9
Supergirl (film),ethan,0.0,9
Supergirl (film),lucy,1.0,9
The Old Dark House,philip waverton,1.0,18
The Old Dark House,margaret waverton,1.0,18
The Old Dark House,gladys,1.0,9
The Old Dark House,porterhouse,0.0,9
Observe and Report,ronnie,1.0,6
Deep Rising,finnegan,0.0,25
Deep Rising,trillian,1.0,25
Deep Rising,hanover,1.0,25
The Crow (film),eric,0.0,25
The Crow (film),albrecht,1.0,25
The Crow (film),elly,0.0,25
The Crow (film),lao,1.0,25
The Bourne Ultimatum (film),bourne,0.0,11
The Bourne Ultimatum (film),landy,0.0,11
After.Life,eliot,0.0,25
After.Life,anna,1.0,25
After.Life,paul,0.0,25
The Jacket,starks,0.0,8
The Jacket,jackie,1.0,25
Blade (film),blade,0.0,25
Blade (film),karen,1.0,25
Blade (film),frost,1.0,25
Blade (film),whistler,0.0,25
The Forsaken (film),nick,0.0,4
The Forsaken (film),sean,0.0,4
Aladdin (1992 Disney film),aladdin,1.0,13
Aladdin (1992 Disney film),jasmine,1.0,13
Aladdin (1992 Disney film),jafar,0.0,13
Aladdin (1992 Disney film),genie,1.0,13
The Craft (film),sarah,1.0,6
The Craft (film),bonnie,1.0,6
The Craft (film),nancy,1.0,6
The Craft (film),chris,0.0,6
The NeverEnding Story (film),atreyu,0.0,25
The NeverEnding Story (film),bastian,1.0,25
Wild at Heart (film),lula,0.0,2
Wild at Heart (film),sailor,0.0,2
Wild at Heart (film),marietta,1.0,18
Detroit Rock City (film),hawk,0.0,8
Detroit Rock City (film),jam,1.0,6
Detroit Rock City (film),lex,0.0,25
Detroit Rock City (film),trip,1.0,23
One Eight Seven,trevor,0.0,8
One Eight Seven,ellen,1.0,25
Jaws: The Revenge,michael,0.0,9
Jaws: The Revenge,ellen,1.0,9
Jaws: The Revenge,jake,0.0,9
Jaws: The Revenge,hoagie,1.0,8
Jaws: The Revenge,carla,1.0,9
Virtuosity,parker,0.0,25
Virtuosity,madison,0.0,3
Virtuosity,sid 6.7,0.0,25
Buffy the Vampire Slayer (film),buffy,1.0,6
Buffy the Vampire Slayer (film),pike,0.0,6
Buffy the Vampire Slayer (film),merrick,0.0,3
M (1931 film),lohmann,0.0,3
M (1931 film),murderer,0.0,3
M (1931 film),burglar,0.0,9
M (1931 film),pick-pocket,1.0,6
M (1931 film),a voice,0.0,6
M (1931 film),con-man,0.0,6
M (1931 film),assistant,1.0,9
Klute,bree,1.0,9
Klute,klute,0.0,9
The Fly (1986 film),veronica,1.0,25
The Fly (1986 film),brundle,0.0,8
Aliens (film),ripley,0.0,25
Aliens (film),hicks,0.0,25
Aliens (film),hudson,1.0,10
Ticker (2001 film),reilly,0.0,25
Ticker (2001 film),glass,1.0,25
Bonnie and Clyde (film),clyde,1.0,2
Bonnie and Clyde (film),bonnie,1.0,9
Bonnie and Clyde (film),buck,0.0,2
Bonnie and Clyde (film),c.w.,1.0,6
The Majestic (film),pete,0.0,6
The Majestic (film),luke,0.0,9
The Majestic (film),adele,1.0,9
The Majestic (film),harry,0.0,9
Ghostbusters,ray,0.0,6
Ghostbusters,peter,0.0,6
Ghostbusters,winston,0.0,6
Ghostbusters,egon,0.0,3
Ghostbusters,slimer,1.0,25
Ghostbusters,another angle,0.0,25
I Am Legend (film),neville,0.0,9
I Am Legend (film),anna,1.0,9
Pet Sematary Two,chase,1.0,6
Pet Sematary Two,geoff,0.0,6
Pet Sematary Two,gus,0.0,6
Pet Sematary Two,drew,1.0,6
Pet Sematary Two,clyde,1.0,6
Manhunter (film),graham,0.0,9
Manhunter (film),crawford,1.0,11
The Grapes of Wrath (film),tom,0.0,2
The Grapes of Wrath (film),ma,1.0,2
The Grapes of Wrath (film),pa,0.0,2
Next Friday,craig,0.0,6
Next Friday,roach,0.0,8
Next Friday,uncle elroy,0.0,2
A Hard Days Night (film),paul,0.0,9
A Hard Days Night (film),john,0.0,8
A Hard Days Night (film),ringo,0.0,8
A Hard Days Night (film),grandfather,0.0,8
A Hard Days Night (film),norm,0.0,8
A Hard Days Night (film),george,0.0,8
A Hard Days Night (film),shake,1.0,8
Life of Pi (film),pi,1.0,13
Life of Pi (film),adult pi,1.0,3
Life of Pi (film),writer,0.0,13
An Education,jenny,1.0,9
An Education,david,0.0,9
An Education,jack,0.0,9
Contact (1997 film),ellie,1.0,3
Hannah and Her Sisters,holly,0.0,6
Hannah and Her Sisters,mickey,1.0,6
Hannah and Her Sisters,hannah,1.0,4
Hannah and Her Sisters,lee,0.0,6
Hannah and Her Sisters,elliot,0.0,4
Gran Torino,walt,1.0,8
Gran Torino,tao,1.0,6
Black Snake Moan (film),lazarus,0.0,2
Black Snake Moan (film),rae,1.0,25
A Perfect World,butch,0.0,8
A Perfect World,red,1.0,8
A Perfect World,phillip,0.0,8
A Perfect World,sally,1.0,11
Existenz,pikul,1.0,6
Existenz,geller,1.0,15
Gattaca,jerome,0.0,8
Gattaca,eugene,0.0,8
Gattaca,investigator,0.0,8
Gattaca,irene,1.0,8
G.I. Jane,jordan,1.0,6
G.I. Jane,the chief,1.0,3
G.I. Jane,royce,1.0,6
Air Force One (film),marshall,0.0,10
Air Force One (film),korshunov,0.0,10
Air Force One (film),rose,1.0,10
Predator (film),schaefer,1.0,25
Predator (film),dillon,1.0,25
The Kingdom (film),ronald fleury,0.0,6
The Kingdom (film),fleury,1.0,8
Rocky,rocky,0.0,2
Fantastic Four (film),reed,0.0,25
Fantastic Four (film),sue,1.0,25
Fantastic Four (film),ben,0.0,25
Fantastic Four (film),victor,0.0,25
Fantastic Four (film),johnny,0.0,25
Pariah (2011 film),alike,0.0,25
Pariah (2011 film),audrey,1.0,6
Pariah (2011 film),laura,1.0,8
Pariah (2011 film),arthur,0.0,8
Pariah (2011 film),bina,1.0,6
Sexual Life,sarah,1.0,6
Sexual Life,lorna,0.0,6
Sexual Life,gwen,1.0,6
Sexual Life,todd,0.0,6
Sexual Life,josh,0.0,6
Sexual Life,jerry,0.0,6
Sexual Life,rosalie,1.0,5
Avatar (2009 film),jake,0.0,25
Avatar (2009 film),grace,1.0,25
Crank (film),chev,0.0,6
Pleasantville (film),david,0.0,6
Pleasantville (film),jennifer,1.0,6
Apocalypse Now,willard,0.0,20
The Assignment (1997 film),ramirez,1.0,6
The Assignment (1997 film),jack,0.0,8
Viridiana,viridiana,1.0,9
Viridiana,jorge,1.0,9
Viridiana,don jaime,0.0,9
The Godfather,michael,0.0,8
The Godfather,don corleone,0.0,8
The Godfather,sonny,0.0,8
The Godfather,hagen,0.0,8
The Godfather,kay,1.0,8
Arbitrage (film),robert,0.0,6
Arbitrage (film),jimmy,0.0,6
The Miracle Worker (1962 film),kate,1.0,9
The Miracle Worker (1962 film),keller,0.0,9
The Miracle Worker (1962 film),aunt ev,1.0,9
The Miracle Worker (1962 film),annie,1.0,8
Ghost Ship (2002 film),murphy,1.0,12
Ghost Ship (2002 film),epps,0.0,25
Ghost Ship (2002 film),dodge,0.0,25
Ghost Ship (2002 film),greer,1.0,8
The Horse Whisperer (film),annie,1.0,8
The Horse Whisperer (film),tom,0.0,8
The Horse Whisperer (film),grace,1.0,8
The Horse Whisperer (film),robert,0.0,8
Snow Falling on Cedars (film),ishmael,0.0,25
Snow Falling on Cedars (film),nels,1.0,3
Snow Falling on Cedars (film),hooks,1.0,3
Snow Falling on Cedars (film),hatsue,1.0,9
Lord of War,yuri,1.0,8
The Box (2009 film),norma,1.0,8
The Box (2009 film),arthur,0.0,8
The Box (2009 film),arlington,1.0,8
Hes Just Not That Into You (film),gigi,1.0,6
Hes Just Not That Into You (film),alex,1.0,6
Hes Just Not That Into You (film),anna,1.0,6
Hes Just Not That Into You (film),janine,1.0,6
Hes Just Not That Into You (film),ben,0.0,6
Hes Just Not That Into You (film),conor,0.0,6
Hes Just Not That Into You (film),beth,1.0,6
The Imaginarium of Doctor Parnassus,valentina,1.0,25
The Imaginarium of Doctor Parnassus,tony,0.0,22
The Imaginarium of Doctor Parnassus,anton,0.0,22
The Imaginarium of Doctor Parnassus,dr. parnassus,0.0,22
The Imaginarium of Doctor Parnassus,doctor parnassus,1.0,22
The Imaginarium of Doctor Parnassus,percy,0.0,8
Chasing Sleep,ed,0.0,18
Chasing Sleep,sadie,1.0,25
The Sessions (film),mark,0.0,8
The Sessions (film),cheryl,1.0,3
Amour (2012 film),georges,0.0,9
Amour (2012 film),anne,1.0,8
The Addams Family (film),gomez,1.0,25
The Addams Family (film),morticia,1.0,25
The Addams Family (film),fester,0.0,9
The Addams Family (film),abigail,1.0,9
Portrait of Jennie,adams,1.0,9
Portrait of Jennie,jennie,0.0,9
The American (2010 film),jack,0.0,8
The American (2010 film),clara,1.0,8
Easy A,olive,1.0,6
When a Stranger Calls (1979 film),jill,1.0,9
When a Stranger Calls (1979 film),clifford,0.0,9
When a Stranger Calls (1979 film),john,0.0,6
When a Stranger Calls (1979 film),duncan,0.0,9
When a Stranger Calls (1979 film),tracy,1.0,9
Hellboy (film),hellboy,1.0,25
Hellboy (film),broom,1.0,25
Hellboy (film),myers,0.0,25
Hellboy (film),liz,1.0,25
The Rescuers Down Under,wilbur,0.0,6
The Rescuers Down Under,bernard,0.0,13
The Rescuers Down Under,bianca,1.0,9
The Rescuers Down Under,cody,0.0,13
The Rescuers Down Under,jake,0.0,13
The Rescuers Down Under,frank,0.0,6
The Rescuers Down Under,doctor,1.0,9
Mr. Deeds Goes to Town,longfellow,0.0,9
Mr. Deeds Goes to Town,babe,1.0,9
Mr. Deeds Goes to Town,cedar,0.0,3
Die Hard 2,mcclane,0.0,6
Die Hard 2,stuart,0.0,10
Freddy vs. Jason,meagan,1.0,25
Freddy vs. Jason,erwin,0.0,25
Freddy vs. Jason,jesse,0.0,25
Joe Versus the Volcano,joe,0.0,6
Joe Versus the Volcano,patricia,1.0,9
"Crazy, Stupid, Love.",cal,1.0,6
"Crazy, Stupid, Love.",jacob,0.0,8
"Crazy, Stupid, Love.",tracy,1.0,6
The Ruins (film),jeff,0.0,25
The Ruins (film),amy,1.0,25
The Ruins (film),stacy,0.0,25
The Ruins (film),eric,0.0,25
The Bourne Supremacy (film),bourne,0.0,6
The Bourne Supremacy (film),pamela,1.0,6
The Bourne Supremacy (film),abbott,0.0,11
The Bourne Supremacy (film),nicky,0.0,6
Arctic Blue,eric,0.0,9
Arctic Blue,corbett,0.0,9
Arctic Blue,anne marie,1.0,6
Kill Bill Volume 1,the bride,1.0,3
Kill Bill Volume 1,bill,0.0,9
Ordinary People,conrad,0.0,6
Ordinary People,calvin,1.0,9
Ordinary People,dr berger,0.0,6
Ordinary People,beth,1.0,9
Big Fish,edward,0.0,25
Big Fish,will,0.0,9
Mulan (1998 film),mulan,1.0,8
Mulan (1998 film),mushu,1.0,6
Mulan (1998 film),shang,1.0,20
Mulan (1998 film),chi fu,1.0,20
The Best Exotic Marigold Hotel,evelyn,1.0,8
The Best Exotic Marigold Hotel,sonny,0.0,3
The Best Exotic Marigold Hotel,douglas,0.0,8
The Best Exotic Marigold Hotel,jean,0.0,8
The Best Exotic Marigold Hotel,muriel,1.0,8
The Best Exotic Marigold Hotel,graham,0.0,9
The Best Exotic Marigold Hotel,madge,1.0,8
The Best Exotic Marigold Hotel,norman,0.0,8
The Shipping News (film),quoyle,0.0,9
The Shipping News (film),wavey,1.0,9
The Whistleblower,kathy,1.0,8
Idiocracy,joe,0.0,6
Idiocracy,rita,0.0,6
Max Payne (film),max,0.0,25
Max Payne (film),bb,1.0,25
Max Payne (film),m,1.0,25
Max Payne (film),b,0.0,25
Max Payne (film),mona,0.0,25
Max Payne (film),bravura,1.0,25
Analyze That,ben,0.0,6
Analyze That,vitti,1.0,6
Mystery Men,furious,1.0,6
Mystery Men,raja,0.0,6
Mystery Men,casanova,1.0,9
Mystery Men,shoveler,1.0,6
Mystery Men,monica,1.0,6
Mystery Men,bowler,0.0,6
Kafka (film),kafka,0.0,3
Kafka (film),gabriela,1.0,3
Stir of Echoes,tom,0.0,8
Stir of Echoes,maggie,1.0,6
Kids (film),telly,0.0,6
Kids (film),casper,0.0,8
Kids (film),jennie,0.0,8
Kids (film),ruby,1.0,6
Rambo: First Blood Part II,rambo,0.0,20
Rambo: First Blood Part II,trautman,0.0,6
Rambo: First Blood Part II,co,0.0,9
Rambo: First Blood Part II,murdock,0.0,3
Rambo: First Blood Part II,ericson,0.0,6
The Mummy (1999 film),evelyn,1.0,3
The Mummy (1999 film),jonathan,0.0,6
Drive (2011 film),driver,0.0,8
Drive (2011 film),bernie rose,1.0,8
Drive (2011 film),irene,1.0,8
Drive (2011 film),shannon,1.0,19
Drive (2011 film),standard,0.0,8
Babel (film),richard,0.0,8
Babel (film),amelia,1.0,9
Babel (film),anwar,0.0,8
Babel (film),susan,1.0,8
The Saint (film),templar,0.0,8
The Saint (film),jillian,1.0,8
Moon (film),sam 1,1.0,8
Moon (film),sam 2,1.0,6
Moon (film),gerty,1.0,3
Moon (film),sam,0.0,25
Drive Angry,milton,0.0,25
Drive Angry,piper,0.0,25
Drive Angry,accountant,1.0,25
Bloodfist VII: Manhunt,jim,0.0,6
Bloodfist VII: Manhunt,doyle,1.0,6
Bloodfist VII: Manhunt,tubbs,1.0,6
Bloodfist VII: Manhunt,stephanie,1.0,9
The Invention of Lying,mark,0.0,6
The Invention of Lying,jennifer,1.0,8
Millers Crossing,finally,1.0,8
Millers Crossing,absently,1.0,6
Millers Crossing,uncomfortably,0.0,8
Burning Annie,max,0.0,6
Burning Annie,julie,1.0,6
"Sex, Lies, and Videotape",ann,1.0,9
"Sex, Lies, and Videotape",graham,0.0,3
"Sex, Lies, and Videotape",cynthia,1.0,6
"Sex, Lies, and Videotape",john,0.0,6
The Kids Are All Right (film),jules,0.0,6
The Kids Are All Right (film),paul,0.0,6
The Kids Are All Right (film),nic,0.0,6
The Kids Are All Right (film),joni,1.0,6
The Kids Are All Right (film),laser,0.0,6
Theres Something About Mary,ted,0.0,6
Theres Something About Mary,mary,1.0,6
Theres Something About Mary,healy,0.0,6
Seven (film),somerset,0.0,25
Seven (film),mills,0.0,8
The Bachelor Party,charlie,1.0,8
The Bachelor Party,eddie,1.0,8
The Bachelor Party,arnold,0.0,9
The Bachelor Party,kenneth,0.0,9
The Bachelor Party,walter,0.0,9
Hellraiser: Deader,amy,1.0,25
Hellraiser: Deader,charles,1.0,25
Do the Right Thing,mookie,1.0,23
Do the Right Thing,sal,1.0,23
Do the Right Thing,pino,1.0,23
Do the Right Thing,jade,1.0,6
Do the Right Thing,buggin' out,1.0,23
Do the Right Thing,da mayor,0.0,9
Gremlins,billy,0.0,25
Freaked,rick,0.0,25
Freaked,elijah,0.0,8
Freaked,julie,1.0,6
Five Easy Pieces,bobby,0.0,8
Five Easy Pieces,tita,1.0,8
Dog Day Afternoon,sonny,0.0,6
Bad Boys (1995 film),burnett,1.0,6
Bad Boys (1995 film),lowrey,0.0,6
Bad Boys (1995 film),julie,1.0,6
The Doors (film),jim,0.0,6
Boiler Room (film),seth,0.0,6
Burlesque (2010 American film),ali,0.0,8
Burlesque (2010 American film),jack,0.0,8
Burlesque (2010 American film),tess,1.0,5
G.I. Joe: The Rise of Cobra,duke,1.0,10
G.I. Joe: The Rise of Cobra,ripcord,0.0,10
G.I. Joe: The Rise of Cobra,scarlett,1.0,10
G.I. Joe: The Rise of Cobra,mccullen,0.0,10
G.I. Joe: The Rise of Cobra,ana,1.0,10
G.I. Joe: The Rise of Cobra,breaker,1.0,10
G.I. Joe: The Rise of Cobra,hawk,0.0,10
Hellboy II: The Golden Army,hellboy,1.0,25
Hellboy II: The Golden Army,abe,0.0,25
Hellboy II: The Golden Army,johann,0.0,25
Hellboy II: The Golden Army,liz,1.0,25
Hellboy II: The Golden Army,manning,0.0,10
A Nightmare on Elm Street 4: The Dream Master,alice,1.0,25
A Nightmare on Elm Street 4: The Dream Master,kristen,1.0,25
A Nightmare on Elm Street 4: The Dream Master,rick,0.0,25
A Nightmare on Elm Street 4: The Dream Master,dan,0.0,25
Cool Hand Luke,dragline,1.0,2
Cool Hand Luke,luke,0.0,2
Cool Hand Luke,koko,0.0,2
Cool Hand Luke,society red,0.0,17
Leviathan (1989 film),beck,0.0,10
Leviathan (1989 film),jones,0.0,25
Leviathan (1989 film),willie,0.0,10
Leviathan (1989 film),doc,0.0,8
Leviathan (1989 film),dejesus,1.0,8
Leviathan (1989 film),cobb,0.0,6
Apt Pupil (film),todd,0.0,8
Apt Pupil (film),dussander,0.0,8
Pet Sematary (film),louis,1.0,9
Pet Sematary (film),jud,0.0,9
Pet Sematary (film),rachel,1.0,9
Pet Sematary (film),ellie,1.0,9
Last Chance Harvey,harvey,0.0,8
Last Chance Harvey,kate,1.0,8
XXX (film),xander,0.0,6
The Power of One (film),pk,0.0,3
Troops (film),owen,0.0,25
Silverado (film),paden,0.0,9
Silverado (film),emmett,0.0,9
Silverado (film),sheriff cobb,0.0,6
Silverado (film),mal,0.0,9
Silverado (film),jake,0.0,6
The Swimmer (1968 film),ned,0.0,9
Perfect Creature,lilly,1.0,25
Perfect Creature,jones,0.0,8
Perfect Creature,edgar,0.0,25
The Producers (1968 film),bialystock,0.0,9
The Producers (1968 film),bloom,1.0,6
The Producers (1968 film),liebkind,1.0,24
Napoleon Dynamite,napoleon,1.0,6
Napoleon Dynamite,kip,0.0,6
Napoleon Dynamite,rico,1.0,6
Hard to Kill,storm,0.0,6
Hard to Kill,andy,1.0,6
Bad Santa,willie,0.0,23
Bad Santa,marcus,0.0,23
Bad Santa,kid,0.0,8
Panic Room,meg,1.0,25
Panic Room,burnham,0.0,25
Panic Room,sarah,1.0,25
Panic Room,raoul,0.0,25
Panic Room,junior,1.0,25
Heavy Metal (film),pilot,0.0,6
Heavy Metal (film),dan,0.0,6
Heavy Metal (film),den,0.0,22
Heavy Metal (film),harry,0.0,6
Heavy Metal (film),zeke,0.0,6
Heavy Metal (film),ard,1.0,22
Heavy Metal (film),queen,1.0,22
Heavy Metal (film),edsel,0.0,6
Heavy Metal (film),bombardier,0.0,6
Heavy Metal (film),navigator,0.0,6
Heavy Metal (film),austin,1.0,9
Heavy Metal (film),gloria,1.0,9
Sleepless in Seattle,sam,0.0,6
Sleepless in Seattle,annie,1.0,8
Sleepless in Seattle,jonah,0.0,6
The Wizard of Oz (1939 film),dorothy,1.0,9
The Wizard of Oz (1939 film),scarecrow,1.0,9
The Wizard of Oz (1939 film),lion,0.0,9
The Wizard of Oz (1939 film),tin man,0.0,9
Zerophilia,luke,0.0,6
Zerophilia,keenan,1.0,6
Zerophilia,sydney,0.0,6
Zerophilia,janine,1.0,6
Zerophilia,luca,1.0,6
Zerophilia,michelle,1.0,6
Defiance (2008 film),tuvia,0.0,20
Defiance (2008 film),zus,0.0,8
Pirates of the Caribbean: The Curse of the Black Pearl,jack,0.0,9
Pirates of the Caribbean: The Curse of the Black Pearl,elizabeth,1.0,9
Pirates of the Caribbean: The Curse of the Black Pearl,barbossa,0.0,9
Pirates of the Caribbean: The Curse of the Black Pearl,will,0.0,9
Pirates of the Caribbean: The Curse of the Black Pearl,norrington,0.0,12
Priest (2011 film),priest,0.0,25
Priest (2011 film),hicks,0.0,25
Priest (2011 film),priestess,1.0,25
Misery (film),annie,1.0,9
Misery (film),paul,0.0,25
Slither (2006 film),bill,0.0,25
Slither (2006 film),starla,1.0,25
Slither (2006 film),grant,0.0,25
A Few Good Men,kaffee,1.0,11
A Few Good Men,jo,1.0,11
Black Rain (1989 American film),nick,0.0,8
Black Rain (1989 American film),ich,1.0,8
The Game (1997 film),schuyler,0.0,6
The Game (1997 film),christine,1.0,25
Colombiana,cat,1.0,8
Colombiana,marco,1.0,25
Colombiana,danny,1.0,6
Colombiana,ross,0.0,11
Colombiana,emilio,1.0,25
Indiana Jones and the Kingdom of the Crystal Skull,indiana,0.0,13
Indiana Jones and the Kingdom of the Crystal Skull,betsy,1.0,13
Indiana Jones and the Kingdom of the Crystal Skull,clare,0.0,13
The Evil Dead,ashly,1.0,25
The Evil Dead,scott,0.0,25
The Evil Dead,linda,1.0,25
The Evil Dead,cheryl,1.0,25
The Evil Dead,shelly,1.0,25
Star Trek Generations,picard,0.0,3
Star Trek Generations,kirk,0.0,8
Star Trek Generations,data,0.0,12
Star Trek Generations,riker,0.0,12
Star Trek Generations,soran,0.0,3
The Hebrew Hammer,hammer,1.0,8
The Hebrew Hammer,santa,1.0,8
Music of the Heart,roberta,1.0,8
Marley & Me (film),john,0.0,6
Marley & Me (film),jenny,1.0,6
Anastasia (1997 film),anya,1.0,9
Anastasia (1997 film),dmitri,1.0,9
Anastasia (1997 film),rasputin,0.0,9
Anastasia (1997 film),tatiana,1.0,9
Anastasia (1997 film),vladimir,0.0,9
Blue Velvet (film),jeffrey,0.0,9
Blue Velvet (film),sandy,0.0,6
Blue Velvet (film),dorothy,1.0,9
Entrapment (film),mac,0.0,25
Entrapment (film),gin,1.0,10
The Italian Job (2003 film),charlie,1.0,19
The Italian Job (2003 film),stella,1.0,19
The Italian Job (2003 film),lyle,0.0,19
The Italian Job (2003 film),handsome rob,0.0,19
The Italian Job (2003 film),steve,0.0,6
Rushmore (film),max,0.0,8
Rushmore (film),miss cross,1.0,8
The Public Eye (film),kay,1.0,8
Charlies Angels (film),dylan,0.0,6
Charlies Angels (film),natalie,1.0,6
Charlies Angels (film),alex,1.0,6
Charlies Angels (film),knox,0.0,3
Wild Wild West,west,0.0,21
Wild Wild West,gordon,0.0,25
Wild Wild West,loveless,0.0,25
Swordfish (film),gabriel,0.0,19
Swordfish (film),stanley,1.0,25
Swordfish (film),ginger,1.0,8
The Men Who Stare at Goats (film),bob,0.0,20
The Men Who Stare at Goats (film),lyn cassady,1.0,20
Mobsters,luciano,0.0,6
The American President,shepherd,0.0,17
The American President,sydney,0.0,17
Logans Run (film),logan,0.0,9
Logans Run (film),jessica,1.0,9
Cradle 2 the Grave,fait,1.0,6
Cradle 2 the Grave,su,0.0,9
Cradle 2 the Grave,archie,1.0,6
Cradle 2 the Grave,tommy,0.0,6
Tamara Drewe (film),nicholas,0.0,9
Tamara Drewe (film),tamara,1.0,8
Tamara Drewe (film),beth,1.0,9
Tamara Drewe (film),glen,0.0,9
Tamara Drewe (film),jody,1.0,5
Tamara Drewe (film),andy,1.0,8
Tamara Drewe (film),ben,0.0,5
Tamara Drewe (film),casey,0.0,6
A Night at the Roxbury,doug,0.0,6
